Epoch,Batch,Cost
0,0,0.007373946253210306
0,1,0.006059577688574791
0,2,0.0057231062091887
0,3,0.004803475458174944
0,4,0.00427109794691205
0,5,0.004670961759984493
0,6,0.003816588083282113
0,7,0.0036548965144902468
0,8,0.004371854476630688
0,9,0.004055270925164223
0,10,0.0027077554259449244
0,11,0.0032417878974229097
0,12,0.0029091264586895704
0,13,0.0026573233772069216
0,14,0.0022346298210322857
0,15,0.002060400089249015
0,16,0.0026970866601914167
0,17,0.00286200107075274
0,18,0.002645620610564947
0,19,0.0020590710919350386
0,20,0.00192409532610327
0,21,0.0019434252753853798
0,22,0.0021967587526887655
0,23,0.0015900415601208806
0,24,0.0018207336543127894
0,25,0.0019030118128284812
0,26,0.002032907446846366
0,27,0.0020368851255625486
0,28,0.0016899200854822993
0,29,0.001665784395299852
0,30,0.0016301365103572607
0,31,0.0017922467086464167
0,32,0.0016872613923624158
0,33,0.0013598764780908823
0,34,0.001742560532875359
0,35,0.0016335323452949524
0,36,0.0014796804171055555
0,37,0.0015816064551472664
0,38,0.0012965153437107801
0,39,0.0013054589508101344
0,40,0.001472770469263196
0,41,0.0013705214951187372
0,42,0.001172634307295084
0,43,0.0012299867812544107
0,44,0.0013102294178679585
0,45,0.0015390511834993958
0,46,0.0012829432962462306
0,47,0.0014561002608388662
0,48,0.0012716097990050912
0,49,0.0014517992967739701
0,50,0.001246315543539822
0,51,0.001289562787860632
0,52,0.001131296856328845
0,53,0.001193932257592678
0,54,0.001081762951798737
0,55,0.0013392720138654113
0,56,0.0013720816932618618
0,57,0.0014831193257123232
0,58,0.0010167584987357259
0,59,0.001115949358791113
0,60,0.0012859537964686751
0,61,0.0014095160877332091
0,62,0.0012631582794710994
0,63,0.001305975834839046
0,64,0.001191107090562582
0,65,0.0011220785090699792
0,66,0.0010739153949543834
0,67,0.0011708171805366874
0,68,0.001319910166785121
