Epoch,Batch,Cost
0,0,0.006301476154476404
0,1,0.003830860834568739
0,2,0.0043661268427968025
0,3,0.0033083935268223286
0,4,0.0035020271316170692
0,5,0.0028374551329761744
0,6,0.0025732957292348146
0,7,0.001631063292734325
0,8,0.0021389960311353207
0,9,0.0016717080725356936
0,10,0.001624956028535962
0,11,0.0013679692056030035
0,12,0.001303893863223493
0,13,0.0012105173664167523
0,14,0.0010366924107074738
0,15,0.00108247809112072
0,16,0.0009974956046789885
0,17,0.00093324069166556
0,18,0.0010499513009563088
0,19,0.0008204893674701452
0,20,0.0009411530336365104
0,21,0.0008752833236940205
0,22,0.0006278578657656908
0,23,0.000952072674408555
0,24,0.000674008799251169
0,25,0.000749213679227978
0,26,0.0009602282661944628
0,27,0.0006345485453493893
0,28,0.0007061481010168791
0,29,0.000604019034653902
0,30,0.0006113238632678986
0,31,0.0005120631540194154
0,32,0.0006947899237275124
0,33,0.0009225895046256483
0,34,0.0006693671457469463
0,35,0.0005802488303743303
0,36,0.0005479226820170879
0,37,0.0006016534171067178
0,38,0.0005072665517218411
0,39,0.000574229343328625
0,40,0.0006186884129419923
0,41,0.0005580681026913226
0,42,0.00046648026909679174
0,43,0.0005566580803133547
0,44,0.00045262210187502205
0,45,0.00055395916569978
0,46,0.0005494726356118917
0,47,0.0004295668040867895
0,48,0.00036878028186038136
0,49,0.00048341069486923516
0,50,0.00044085801346227527
0,51,0.0004607227456290275
0,52,0.0004843488277401775
0,53,0.0005252459086477757
0,54,0.00042791737359948456
0,55,0.0004585417627822608
0,56,0.0005630290252156556
0,57,0.0005030850879848003
0,58,0.0006005665636621416
