Epoch,Batch,Cost
0,0,0.010094068013131618
0,1,0.009451021440327168
0,2,0.007811309304088354
0,3,0.008646112866699696
0,4,0.006779860705137253
0,5,0.006209364160895348
0,6,0.007506524212658405
0,7,0.005842298734933138
0,8,0.006051647011190653
0,9,0.004672136157751083
0,10,0.005637695547193289
0,11,0.007013213355094194
0,12,0.004963337909430265
0,13,0.0060851676389575005
0,14,0.00573375541716814
0,15,0.005779226776212454
0,16,0.004902886226773262
0,17,0.006169043481349945
0,18,0.004871494136750698
0,19,0.004022200126200914
0,20,0.005515497177839279
0,21,0.006671242881566286
0,22,0.005687631666660309
0,23,0.005636163521558046
0,24,0.005801609251648188
0,25,0.004995162598788738
0,26,0.004968875087797642
0,27,0.004775406327098608
0,28,0.004544166382402182
0,29,0.004765880759805441
