Epoch,Batch,Cost
0,0,0.006706365384161472
0,1,0.00500803766772151
0,2,0.004165078978985548
0,3,0.0036753974854946136
0,4,0.0022711411584168673
0,5,0.0015994264977052808
0,6,0.0015767408767715096
0,7,0.0013140726368874311
0,8,0.0011426650453358889
0,9,0.0010218964889645576
0,10,0.0012159423204138875
0,11,0.0008650462841615081
0,12,0.0009319548844359815
0,13,0.00044008553959429264
0,14,0.000995313050225377
0,15,0.0012784377904608846
0,16,0.0004099584766663611
0,17,0.0007167389849200845
0,18,0.0008296489831991494
0,19,0.00045746032265014946
0,20,0.00046815266250632703
0,21,0.00035047027631662786
0,22,0.0002734615409281105
0,23,0.000344377156579867
0,24,0.0002863363770302385
0,25,0.00019371761300135404
0,26,0.00025111137074418366
0,27,0.0001995545026147738
0,28,0.0002513212093617767
0,29,0.0001858118048403412
0,30,0.00031256716465577483
0,31,0.00018604718206916004
0,32,0.00014076186926104128
0,33,0.00016441999468952417
0,34,0.000301886786473915
0,35,0.00015400821575894952
0,36,0.002422276185825467
0,37,0.00011525801528478041
0,38,0.00019796295964624733
0,39,0.0001867029204731807
0,40,0.00012799535761587322
0,41,0.00024078147544059902
0,42,0.000331798946717754
0,43,0.00011288560926914215
0,44,8.959514525486156e-05
0,45,0.00011938324314542115
0,46,0.0004147790605202317
0,47,0.0003059310547541827
0,48,9.946715726982802e-05
0,49,0.00020230656082276255
0,50,0.00013807928189635277
0,51,6.658759230049327e-05
0,52,0.00016620258975308388
0,53,0.00014452877803705633
0,54,7.064625242492184e-05
0,55,0.0003325244761072099
0,56,7.468141848221421e-05
0,57,4.6834960812702775e-05
0,58,4.701277066487819e-05
0,59,7.819768507033587e-05
0,60,9.206638787873089e-05
0,61,6.98603325872682e-05
0,62,8.970708586275578e-05
0,63,0.00014226957864593714
0,64,3.2486466807313263e-05
0,65,3.62326973117888e-05
0,66,4.3454714614199474e-05
0,67,7.458629261236638e-05
0,68,0.00010643973655533046
0,69,0.00012479950964916497
0,70,5.915109068155289e-05
0,71,2.2168424038682133e-05
0,72,9.486337512498721e-05
0,73,2.748032238741871e-05
0,74,7.248537440318614e-05
0,75,0.00010140570520889014
0,76,5.988096381770447e-05
0,77,3.3663338399492204e-05
0,78,0.0017080907709896564
0,79,7.07165600033477e-05
0,80,5.141839574207552e-05
0,81,6.0190555814187974e-05
