Epoch,Batch,Cost
0,0,0.006632826291024685
0,1,0.0064762057736516
0,2,0.0036870501935482025
0,3,0.003721107728779316
0,4,0.002127221319824457
0,5,0.0037848155479878187
0,6,0.001711554010398686
0,7,0.0009933434193953872
0,8,0.0015413330402225256
0,9,0.0018168761162087321
0,10,0.0014104642905294895
0,11,0.00162173539865762
0,12,0.0006262647220864892
0,13,0.0008678272715769708
0,14,0.0010584576521068811
0,15,0.0008336047176271677
0,16,0.0005739733460359275
0,17,0.0007366150384768844
0,18,0.001198566285893321
0,19,0.0004887800896540284
0,20,0.0005535967648029327
0,21,0.0010863201459869742
0,22,0.0008827787823975086
0,23,0.00037627044366672635
0,24,0.00048001360846683383
0,25,0.0003779631806537509
0,26,0.0002938277611974627
0,27,0.0003077865403611213
0,28,0.00026148854522034526
0,29,0.000251247372943908
0,30,0.00018818539683707058
0,31,0.0002570577780716121
0,32,0.00023892799799796194
0,33,0.00010507670958759263
0,34,0.0002986053004860878
0,35,0.00013664695143233985
0,36,0.00012063974281772971
0,37,0.00013429966929834336
0,38,0.0001186404115287587
0,39,0.00038032614975236356
0,40,7.371354149654508e-05
0,41,9.805769514059648e-05
0,42,0.00010982903768308461
0,43,0.00011846289999084547
0,44,0.0001097494678106159
0,45,0.00015448578051291406
0,46,5.2856823458569124e-05
0,47,8.123355655698106e-05
0,48,9.921510354615748e-05
0,49,6.167667743284255e-05
0,50,0.00012083780893590301
0,51,0.0001355884742224589
0,52,6.31267685093917e-05
0,53,6.146457599243149e-05
0,54,7.796836871420965e-05
0,55,5.3647952881874517e-05
0,56,3.4053682611556724e-05
0,57,7.00909222359769e-05
0,58,6.60010045976378e-05
0,59,7.269869092851877e-05
0,60,3.5596916859503835e-05
0,61,8.33960875752382e-05
0,62,4.4446253014029935e-05
0,63,8.072544005699456e-05
0,64,3.6148278013570234e-05
0,65,3.1170719012152404e-05
0,66,5.831189264426939e-05
0,67,0.000125000107800588
0,68,3.222958548576571e-05
0,69,0.00021692318841814995
0,70,6.68204011162743e-05
0,71,5.760630301665515e-05
0,72,4.177194205112755e-05
0,73,4.0512721170671284e-05
0,74,6.218862836249173e-05
0,75,3.614062370616011e-05
