Epoch,Batch,Cost
0,0,0.009331213310360909
0,1,0.006008978467434645
0,2,0.004994597751647234
0,3,0.0042594983242452145
0,4,0.004009773023426533
0,5,0.0029593470972031355
0,6,0.0023720143362879753
0,7,0.0023175610695034266
0,8,0.0020241211168468
0,9,0.0018315220950171351
0,10,0.0012005019234493375
0,11,0.001522814272902906
0,12,0.0011727502569556236
0,13,0.0013360435841605067
0,14,0.0012257603229954839
0,15,0.0010205780854448676
0,16,0.0009603331563994288
0,17,0.0008275739382952452
0,18,0.0015180736081674695
0,19,0.0008853593608364463
0,20,0.0006487549399025738
0,21,0.0008618282154202461
0,22,0.0008048173040151596
0,23,0.0007063536322675645
0,24,0.0006640819483436644
0,25,0.0008034823113121092
0,26,0.0004918583435937762
0,27,0.00035469644353725016
0,28,0.0004179242823738605
0,29,0.0004558113869279623
0,30,0.00039719947380945086
0,31,0.0004730809014290571
0,32,0.0002568421186879277
0,33,0.00026761897606775165
0,34,0.00023398401390295476
0,35,0.00028183968970552087
0,36,0.0003139401669614017
0,37,0.00020675433916039765
0,38,0.00021655848831869662
0,39,0.0003027374332305044
0,40,0.0001464443193981424
0,41,0.000305176101392135
0,42,0.00016038116882555187
0,43,0.00019476114539429545
0,44,0.00015576118312310427
0,45,0.0001323621836490929
0,46,9.844196029007435e-05
0,47,0.00024508556816726923
0,48,0.00018538045696914196
0,49,0.00017069790919777006
0,50,0.005979425273835659
0,51,0.0003749057068489492
0,52,0.00012153540592407808
0,53,0.0001759975275490433
0,54,0.00011179786815773696
0,55,0.00014509708853438497
0,56,0.00011949203326366842
