Epoch,Batch,Cost
0,0,0.008531253784894943
0,1,0.0071707479655742645
0,2,0.005912302993237972
0,3,0.004992549307644367
0,4,0.0033328526187688112
0,5,0.003241177648305893
0,6,0.002955729840323329
0,7,0.0021884674206376076
0,8,0.0020727685187011957
0,9,0.0013755399268120527
0,10,0.001304885372519493
0,11,0.0010560214286670089
0,12,0.0008662554901093245
0,13,0.0008891004254110157
0,14,0.0009083715849556029
0,15,0.0006610153941437602
0,16,0.0013755739200860262
0,17,0.0007541882805526257
0,18,0.001031777705065906
0,19,0.0007724105380475521
0,20,0.0012119009625166655
0,21,0.0008986344328150153
0,22,0.0004582719411700964
0,23,0.0007679895497858524
0,24,0.0004081207443960011
0,25,0.0003295752394478768
0,26,0.00026604931917972863
0,27,0.0003207889385521412
0,28,0.00020559097174555063
0,29,0.0003120655892416835
0,30,0.0005347178084775805
0,31,0.0002575906692072749
0,32,0.0002711016859393567
0,33,0.00023812420840840787
0,34,0.0002482956915628165
0,35,0.00034242324181832373
0,36,0.00019331769726704806
0,37,0.0006341830012388527
0,38,0.0001822922204155475
0,39,0.00018261937657371163
0,40,0.00016443757340312004
0,41,0.0001765431952662766
0,42,0.00017190113430842757
0,43,0.00020303142082411796
0,44,0.0001853598078014329
0,45,9.151870472123846e-05
0,46,9.783488349057734e-05
0,47,0.00011536502279341221
0,48,0.0001683438167674467
0,49,0.00020071305334568024
0,50,0.00014526666200254112
0,51,8.426901331404224e-05
0,52,0.00014300362090580165
0,53,0.0003677444765344262
0,54,0.00011907146108569577
0,55,7.191726035671309e-05
0,56,0.00019475443696137518
0,57,0.0001125592680182308
0,58,0.00021671727881766856
0,59,0.00012462411541491747
0,60,8.059081301325932e-05
0,61,6.989297980908304e-05
0,62,6.564934301422909e-05
0,63,6.316382496152073e-05
0,64,8.270269609056413e-05
0,65,7.934212044347078e-05
0,66,0.0001177420635940507
0,67,5.577511910814792e-05
0,68,0.0001103164249798283
0,69,0.00010403158375993371
0,70,5.050288746133447e-05
0,71,0.00010609066521283239
0,72,7.533701864304021e-05
0,73,0.00010143082909053192
0,74,4.2553827370284125e-05
0,75,3.347526944708079e-05
0,76,8.377853373531252e-05
0,77,2.2618809452978894e-05
0,78,8.441699901595712e-05
0,79,7.432522397721186e-05
0,80,4.952210292685777e-05
0,81,4.804984564543702e-05
0,82,7.323035242734477e-05
0,83,3.197408659616485e-05
0,84,5.200865780352615e-05
0,85,9.600237535778433e-05
0,86,5.792467709397897e-05
0,87,4.739189535030164e-05
